,Latitude,Longitude
281,51.4726,-0.22410000000000002
282,51.4726,-0.18460000000000004
283,51.4726,-0.1451
284,51.4726,-0.10560000000000003
285,51.4726,-0.06610000000000005
286,51.4726,-0.026600000000000068
287,51.4726,0.012900000000000023
288,51.4726,0.0524
289,51.4726,0.09189999999999998
290,51.4726,0.13139999999999996
291,51.4726,0.17089999999999994
292,51.4726,0.21040000000000003
293,51.4726,0.2499
294,51.4551,-0.5401
295,51.4551,-0.5006
296,51.4551,-0.4611
297,51.4551,-0.42160000000000003
298,51.4551,-0.3821
299,51.4551,-0.3426
300,51.4551,-0.30310000000000004
301,51.4551,-0.2636
302,51.4551,-0.22410000000000002
303,51.4551,-0.18460000000000004
304,51.4551,-0.1451
305,51.4551,-0.10560000000000003
306,51.4551,-0.06610000000000005
307,51.4551,-0.026600000000000068
308,51.4551,0.012900000000000023
309,51.4551,0.0524
310,51.4551,0.09189999999999998
311,51.4551,0.13139999999999996
312,51.4551,0.17089999999999994
313,51.4551,0.21040000000000003
314,51.4551,0.2499
315,51.437599999999996,-0.5401
316,51.437599999999996,-0.5006
317,51.437599999999996,-0.4611
318,51.437599999999996,-0.42160000000000003
319,51.437599999999996,-0.3821
320,51.437599999999996,-0.3426
321,51.437599999999996,-0.30310000000000004
322,51.437599999999996,-0.2636
323,51.437599999999996,-0.22410000000000002
324,51.437599999999996,-0.18460000000000004
325,51.437599999999996,-0.1451
326,51.437599999999996,-0.10560000000000003
327,51.437599999999996,-0.06610000000000005
328,51.437599999999996,-0.026600000000000068
329,51.437599999999996,0.012900000000000023
330,51.437599999999996,0.0524
331,51.437599999999996,0.09189999999999998
332,51.437599999999996,0.13139999999999996
333,51.437599999999996,0.17089999999999994
334,51.437599999999996,0.21040000000000003
335,51.437599999999996,0.2499
336,51.4201,-0.5401
337,51.4201,-0.5006
338,51.4201,-0.4611
339,51.4201,-0.42160000000000003
340,51.4201,-0.3821
341,51.4201,-0.3426
342,51.4201,-0.30310000000000004
343,51.4201,-0.2636
344,51.4201,-0.22410000000000002
345,51.4201,-0.18460000000000004
346,51.4201,-0.1451
347,51.4201,-0.10560000000000003
348,51.4201,-0.06610000000000005
349,51.4201,-0.026600000000000068
350,51.4201,0.012900000000000023
351,51.4201,0.0524
352,51.4201,0.09189999999999998
353,51.4201,0.13139999999999996
354,51.4201,0.17089999999999994
355,51.4201,0.21040000000000003
356,51.4201,0.2499
357,51.4026,-0.5401
358,51.4026,-0.5006
359,51.4026,-0.4611
360,51.4026,-0.42160000000000003
361,51.4026,-0.3821
362,51.4026,-0.3426
363,51.4026,-0.30310000000000004
364,51.4026,-0.2636
365,51.4026,-0.22410000000000002
366,51.4026,-0.18460000000000004
367,51.4026,-0.1451
368,51.4026,-0.10560000000000003
369,51.4026,-0.06610000000000005
370,51.4026,-0.026600000000000068
371,51.4026,0.012900000000000023
372,51.4026,0.0524
373,51.4026,0.09189999999999998
374,51.4026,0.13139999999999996
375,51.4026,0.17089999999999994
376,51.4026,0.21040000000000003
377,51.4026,0.2499
378,51.385099999999994,-0.5401
379,51.385099999999994,-0.5006
380,51.385099999999994,-0.4611
381,51.385099999999994,-0.42160000000000003
382,51.385099999999994,-0.3821
383,51.385099999999994,-0.3426
384,51.385099999999994,-0.30310000000000004
385,51.385099999999994,-0.2636
386,51.385099999999994,-0.22410000000000002
387,51.385099999999994,-0.18460000000000004
388,51.385099999999994,-0.1451
389,51.385099999999994,-0.10560000000000003
390,51.385099999999994,-0.06610000000000005
391,51.385099999999994,-0.026600000000000068
392,51.385099999999994,0.012900000000000023
393,51.385099999999994,0.0524
394,51.385099999999994,0.09189999999999998
395,51.385099999999994,0.13139999999999996
396,51.385099999999994,0.17089999999999994
397,51.385099999999994,0.21040000000000003
398,51.385099999999994,0.2499
399,51.367599999999996,-0.5401
400,51.367599999999996,-0.5006
401,51.367599999999996,-0.4611
402,51.367599999999996,-0.42160000000000003
403,51.367599999999996,-0.3821
404,51.367599999999996,-0.3426
405,51.367599999999996,-0.30310000000000004
406,51.367599999999996,-0.2636
407,51.367599999999996,-0.22410000000000002
408,51.367599999999996,-0.18460000000000004
409,51.367599999999996,-0.1451
410,51.367599999999996,-0.10560000000000003
411,51.367599999999996,-0.06610000000000005
412,51.367599999999996,-0.026600000000000068
413,51.367599999999996,0.012900000000000023
414,51.367599999999996,0.0524
415,51.367599999999996,0.09189999999999998
416,51.367599999999996,0.13139999999999996
417,51.367599999999996,0.17089999999999994
418,51.367599999999996,0.21040000000000003
419,51.367599999999996,0.2499
420,51.3501,-0.5401
421,51.3501,-0.5006
422,51.3501,-0.4611
423,51.3501,-0.42160000000000003
424,51.3501,-0.3821
425,51.3501,-0.3426
426,51.3501,-0.30310000000000004
427,51.3501,-0.2636
428,51.3501,-0.22410000000000002
429,51.3501,-0.18460000000000004
430,51.3501,-0.1451
431,51.3501,-0.10560000000000003
432,51.3501,-0.06610000000000005
433,51.3501,-0.026600000000000068
434,51.3501,0.012900000000000023
435,51.3501,0.0524
436,51.3501,0.09189999999999998
437,51.3501,0.13139999999999996
438,51.3501,0.17089999999999994
439,51.3501,0.21040000000000003
440,51.3501,0.2499
